kulebane
t	x	y
3.336666667E-2	2.490611743E-3	3.611387028E-1
6.673333333E-2	2.042301630E-1	2.777032094E-1
1.001000000E-1	4.034791024E-1	2.938921857E-1
1.334666667E-1	6.027280419E-1	2.515517861E-1
1.668333333E-1	7.994863696E-1	2.577783154E-1
2.002000000E-1	1.002471227E0	2.141926099E-1
2.335666667E-1	1.202965472E0	2.602689272E-1
2.669333333E-1	1.394742576E0	2.216644452E-1
